id,region,price,year,manufacturer,model,condition,fuel,transmission,drive;,car_age,log_price,year_bin
7315501575,yuma,60995.0,2016,ford,f-450 super duty superduty platinum drw 4wd,,other,automatic,4wd;,8,11.018563567234903,2016-2020
7315501516,yuma,50995.0,2016,ford,f-350 super duty crew cab xlt 6.7 liter,,other,automatic,4wd;,8,10.839502477258012,2016-2020
7315501479,yuma,39995.0,2016,ford,f-150 xlt sport supercrew,,gas,automatic,4wd;,8,10.59653472809574,2016-2020
7315501436,yuma,39995.0,2017,ram,1500 lifted big horn crew cab 5.7 liter hemi,,gas,automatic,4wd;,7,10.59653472809574,2016-2020
7315500105,yuma,42995.0,2011,ford,f-450 super duty lariat,,other,automatic,4wd;,13,10.668862367092954,2011-2015
7315500073,yuma,46995.0,2013,ford,f-350 superduty lariat crew drw,,other,automatic,4wd;,11,10.757817770687463,2011-2015
7315500033,yuma,24995.0,2013,chevrolet,silverado 1500 lt ext cab lifted,,other,automatic,4wd;,11,10.126471091048971,2011-2015
7315499958,yuma,54995.0,2014,gmc,sierra 2500 lifted denali 6.6 duramax crew cab,,diesel,automatic,4wd;,10,10.915015734297125,2011-2015
7315499927,yuma,50995.0,2015,ram,2500 laramie crew 4wd,,diesel,automatic,4wd;,9,10.839502477258012,2011-2015
7315498584,yuma,44995.0,2017,nissan,titan xd pro-4x,,diesel,automatic,4wd;,7,10.714328875912717,2016-2020
7315495560,yuma,24995.0,2013,chevrolet,silverado 1500 lt ext cab lifted,,other,automatic,4wd;,11,10.126471091048971,2011-2015
7315495525,yuma,54995.0,2014,gmc,sierra 2500 lifted denali 6.6 duramax crew cab,,diesel,automatic,4wd;,10,10.915015734297125,2011-2015
7315468133,yuma,539.0,2011,chevrolet,silverado,,gas,automatic,;,13,6.29156913955832,2011-2015
7315430702,yuma,27500.0,2019,chevrolet,sandrail,,gas,manual,;,5,10.221977646629885,2016-2020
7315400751,yuma,19000.0,2015,bmw,528i,excellent,gas,automatic,4wd;,9,9.852246888342531,2011-2015
7315400357,yuma,2900.0,2002,chevrolet,malibu,,gas,automatic,;,22,7.972810784121404,2001-2010
7315400061,yuma,5250.0,2010,nissan,altima,,gas,automatic,;,14,8.566173813637858,2001-2010
7315344294,yuma,3100.0,2005,chevrolet,malibu,excellent,gas,automatic,fwd;,19,8.03947991910045,2001-2010
7315126865,yuma,9950.0,2004,nissan,ud 1500,good,diesel,automatic,fwd;,20,9.205428327615163,2001-2010
7315089819,yuma,9500.0,2012,toyota,camry,excellent,gas,automatic,fwd;,12,9.15915233520675,2011-2015
7315011760,yuma,4499.0,2005,chevrolet,trailblazer lt,excellent,gas,automatic,4wd;,19,8.411832675758411,2001-2010
7314905964,yuma,14500.0,1995,chevrolet,silverado 1500,excellent,gas,automatic,rwd;,29,9.581972891547895,<=2000
7314836309,yuma,2900.0,1999,ford,windstar lx,,gas,automatic,;,25,7.972810784121404,<=2000
7314805976,yuma,44987.0,2018,toyota,tundra 4wd sr5 crewmax 5.5' bed 5.7l (natl),,,automatic,4wd;,6,10.714151066523913,2016-2020
7314782598,yuma,11500.0,1999,jeep,wrangler,good,gas,manual,4wd;,25,9.350189267092581,<=2000
7314774130,yuma,23440.0,2019,hyundai,santa fe se 2.4l auto fwd,,,automatic,fwd;,5,10.062241904896988,2016-2020
7314687782,yuma,48500.0,2019,ford,f-150,like new,gas,automatic,4wd;,5,10.789339695269716,2016-2020
7314672352,yuma,14000.0,2014,bmw,3 series,excellent,gas,automatic,rwd;,10,9.546884034617925,2011-2015
7314661489,yuma,16500.0,2014,toyota,prius v,,gas,automatic,;,10,9.711176264112805,2011-2015
7314656783,yuma,43995.0,2017,ford,f-150 platinum,,gas,automatic,4wd;,7,10.691853999677008,2016-2020
7314656758,yuma,62995.0,2017,chevrolet,silverado 3500 high country drw 4wd 6.6l duramax,,other,automatic,4wd;,7,11.05082651129447,2016-2020
7314656737,yuma,64995.0,2017,chevrolet,silverado 2500 ltz lifted duramax 6.6 liter,,other,automatic,4wd;,7,11.082081008522668,2016-2020
7314656708,yuma,40995.0,2018,jeep,wrangler unlimited sport s,,gas,automatic,4wd;,6,10.621229779951454,2016-2020
7314656691,yuma,65995.0,2018,chevrolet,silverado 2500 ltz lifted crew 4wd,,other,automatic,4wd;,6,11.097349413111335,2016-2020
7314656669,yuma,42995.0,2019,toyota,tacoma lifted trd sport,,gas,automatic,4wd;,5,10.668862367092954,2016-2020
7314656645,yuma,66995.0,2019,chevrolet,silverado 2500 ltz,,other,automatic,4wd;,5,11.112388195098362,2016-2020
7314656607,yuma,63995.0,2020,ford,f-250 superduty lifted stx 8ft 6.7l diesel,,other,automatic,4wd;,4,11.066575860388603,2016-2020
7314590131,yuma,29500.0,2010,ford,svt raptor,good,gas,automatic,4wd;,14,10.292179440058462,2001-2010
7314521547,yuma,7999.0,2012,jeep,liberty,good,gas,automatic,4wd;,12,8.987196820661973,2011-2015
7314312275,yuma,26770.0,2019,toyota,prius limited (natl),,,automatic,fwd;,5,10.195074491065121,2016-2020
7314282499,yuma,18280.0,2020,toyota,corolla le cvt (natl),,,automatic,fwd;,4,9.813617548107086,2016-2020
7314187515,yuma,10500.0,1999,jeep,wrangler sport,good,gas,manual,4wd;,25,9.259225769705994,<=2000
7314142777,yuma,10500.0,2003,ford,f450,good,diesel,automatic,rwd;,21,9.259225769705994,2001-2010
7314111160,yuma,19500.0,2011,toyota,tundra 2wd truck,fair,gas,automatic,rwd;,13,9.87822102528824,2011-2015
7314094951,yuma,24000.0,2015,cadillac,srx,excellent,gas,automatic,;,9,10.085850775128717,2011-2015
7313930297,yuma,1499.0,2015,buick,verano,excellent,gas,automatic,fwd;,9,7.313220387090301,2011-2015
7313821525,yuma,11440.0,2016,chevrolet,cruze limited 4dr sdn auto lt w/1lt,,,automatic,fwd;,8,9.344958673700944,2016-2020
7313789974,yuma,15780.0,2019,toyota,yaris sedan le auto (natl),,,automatic,fwd;,5,9.666561963748133,2016-2020
7313683391,yuma,46995.0,2013,ford,f-350 superduty lariat crew drw,,other,automatic,4wd;,11,10.757817770687463,2011-2015
7313681828,yuma,49995.0,2015,chevrolet,silverado 2500 ltz,,diesel,automatic,4wd;,9,10.819698281210112,2011-2015
7313681806,yuma,58995.0,2016,ram,2500 laramie crewcab 4wd,,diesel,automatic,4wd;,8,10.985224923979393,2016-2020
7313681783,yuma,50995.0,2016,ford,f-350 super duty crew cab xlt 6.7 liter,,other,automatic,4wd;,8,10.839502477258012,2016-2020
7313679258,yuma,54995.0,2017,gmc,sierra 2500 slt,,other,automatic,4wd;,7,10.915015734297125,2016-2020
7313679222,yuma,64995.0,2017,ford,f-250 superduty lariat crew 6.7 liter,,other,automatic,4wd;,7,11.082081008522668,2016-2020
7313653599,yuma,49995.0,2017,chevrolet,silverado 1500 ltz redline crew cab 6.2 liter,,gas,automatic,4wd;,7,10.819698281210112,2016-2020
7313653572,yuma,65995.0,2018,chevrolet,silverado 2500 ltz lifted crew 4wd,,other,automatic,4wd;,6,11.097349413111335,2016-2020
7313464408,yuma,2300.0,2005,ford,explorer,,gas,automatic,;,19,7.741099090035366,2001-2010
7313461739,yuma,4200.0,2006,nissan,pathfinder,good,gas,automatic,;,18,8.343077871169383,2001-2010
7313401832,yuma,37900.0,2013,chevrolet,silverado 2500hd,excellent,diesel,automatic,4wd;,11,10.542732775946709,2011-2015
7313383294,yuma,19500.0,2003,jeep,wrangler,like new,gas,automatic,4wd;,21,9.87822102528824,2001-2010
7313319497,yuma,20987.0,2018,toyota,c-hr xle fwd (natl),,,automatic,fwd;,6,9.951706124806602,2016-2020
7313288446,yuma,24770.0,2018,gmc,terrain fwd 4dr sle,,,automatic,fwd;,6,10.117428893085538,2016-2020
7313172686,yuma,5500.0,1985,chevrolet,camaro,fair,gas,automatic,rwd;,39,8.612685172875459,<=2000
7313071632,yuma,1750.0,2005,chrysler,pt cruiser,good,gas,automatic,fwd;,19,7.467942332285852,2001-2010
7313028459,yuma,3800.0,1999,honda,accord,good,gas,automatic,fwd;,25,8.24301946898925,<=2000
7312997716,yuma,8500.0,2006,nissan,murano sl,excellent,gas,automatic,fwd;,18,9.04793908261736,2001-2010
7312997649,yuma,18500.0,2001,ford,f550 super duty,,diesel,automatic,;,23,9.825580063659602,2001-2010
7312764156,yuma,12987.0,2016,toyota,corolla 4dr sdn cvt le (natl),,,automatic,fwd;,8,9.471781133222736,2016-2020
7312690070,yuma,8400.0,2016,nissan,altima,,gas,automatic,;,8,9.036106025364846,2016-2020
7312557120,yuma,5500.0,2004,cadillac,cts,,gas,manual,;,20,8.612685172875459,2001-2010
7312297087,yuma,22987.0,2019,toyota,camry se auto (natl),,,automatic,fwd;,5,10.042727619627632,2016-2020
7312181584,yuma,10500.0,2008,cadillac,escalade,,gas,automatic,;,16,9.259225769705994,2001-2010
7312046010,yuma,2200.0,2004,kia,sorento,,gas,automatic,;,20,7.696667081526462,2001-2010
7311913093,yuma,10497.0,2007,gmc,yukon,like new,gas,automatic,rwd;,17,9.258940041812245,2001-2010
7311823064,yuma,17987.0,2018,nissan,rogue awd sv,,,automatic,;,6,9.797460147890598,2016-2020
7311719623,yuma,3100.0,1995,jeep,grand cherokee laredo,fair,gas,automatic,4wd;,29,8.03947991910045,<=2000
7311650544,yuma,16500.0,1999,gmc,c7500,good,other,manual,;,25,9.711176264112805,<=2000
7311634172,yuma,10500.0,1998,toyota,4runner,fair,gas,automatic,4wd;,26,9.259225769705994,<=2000
7311612234,yuma,3500.0,2008,toyota,prius,good,hybrid,other,fwd;,16,8.160803920954665,2001-2010
7311580801,yuma,25000.0,2005,pontiac,gto,like new,gas,manual,;,19,10.12667110305036,2001-2010
7311550349,yuma,14900.0,2016,hyundai,santa fe,excellent,gas,automatic,4wd;,8,9.60918360377546,2016-2020
7311521574,yuma,3700.0,2003,volkswagen,beetle,good,gas,automatic,;,21,8.216358332386156,2001-2010
7311425635,yuma,6995.0,2007,pontiac,soltice,excellent,gas,automatic,fwd;,17,8.853093836138493,2001-2010
7311345565,yuma,6995.0,2007,pontiac,solstice convertible,excellent,gas,automatic,fwd;,17,8.853093836138493,2001-2010
7311191424,yuma,42995.0,2011,ford,f-450 super duty lariat,,other,automatic,4wd;,13,10.668862367092954,2011-2015
7311191401,yuma,50995.0,2015,ram,2500 laramie crew 4wd,,diesel,automatic,4wd;,9,10.839502477258012,2011-2015
7311191362,yuma,48995.0,2015,ford,f-250 superduty xlt crew cab 6.7 liter,,other,automatic,4wd;,9,10.799493941107576,2011-2015
7311191335,yuma,45995.0,2015,ford,f-250 super duty xlt,,other,automatic,4wd;,9,10.736309715168556,2011-2015
7311190499,yuma,47995.0,2016,ram,3500 slt lifted crew,,diesel,automatic,4wd;,8,10.77887295308428,2016-2020
7311190475,yuma,49995.0,2016,ram,2500 tradesman lifted 4wd cummins,,diesel,automatic,4wd;,8,10.819698281210112,2016-2020
7311190455,yuma,60995.0,2016,ford,f-450 super duty superduty platinum drw 4wd,,other,automatic,4wd;,8,11.018563567234903,2016-2020
7311190432,yuma,58995.0,2016,ford,f-350 superduty platinum drw 4wd,,other,automatic,4wd;,8,10.985224923979393,2016-2020
7311190414,yuma,50995.0,2016,ford,f-250 super duty lariat,,other,automatic,4wd;,8,10.839502477258012,2016-2020
7311190386,yuma,39995.0,2016,ford,f-150 xlt sport supercrew,,gas,automatic,4wd;,8,10.59653472809574,2016-2020
7311190367,yuma,54995.0,2016,chevrolet,silverado 3500 ltz,,diesel,automatic,4wd;,8,10.915015734297125,2016-2020
7311190353,yuma,39995.0,2017,ram,1500 lifted big horn crew cab 5.7 liter hemi,,gas,automatic,4wd;,7,10.59653472809574,2016-2020
7311189005,yuma,39995.0,2017,jeep,wrangler unlmited sahara,,gas,automatic,4wd;,7,10.59653472809574,2016-2020
7311188979,yuma,67995.0,2017,ford,f-450 super duty lariat,,other,automatic,4wd;,7,11.12720415889866,2016-2020
7311188951,yuma,65995.0,2017,ford,f-250 superduty lariat crew 6.7 liter,,other,automatic,4wd;,7,11.097349413111335,2016-2020
7311188930,yuma,55995.0,2017,ford,f-250 super duty xlt,,other,automatic,4wd;,7,10.933035538594716,2016-2020
7311188891,yuma,43995.0,2017,ford,f-150 platinum,,gas,automatic,4wd;,7,10.691853999677008,2016-2020
7311188860,yuma,62995.0,2017,chevrolet,silverado 3500 high country drw 4wd 6.6l duramax,,other,automatic,4wd;,7,11.05082651129447,2016-2020
7311188837,yuma,64995.0,2017,chevrolet,silverado 2500 ltz lifted duramax 6.6 liter,,other,automatic,4wd;,7,11.082081008522668,2016-2020
7311187012,yuma,52995.0,2018,toyota,tundra limited crewmax lifted,,gas,automatic,4wd;,6,10.877971717988014,2016-2020
7311186982,yuma,40995.0,2018,jeep,wrangler unlimited sport s,,gas,automatic,4wd;,6,10.621229779951454,2016-2020
7311186955,yuma,67995.0,2018,chevrolet,silverado 3500 ltz drw leveled,,other,automatic,4wd;,6,11.12720415889866,2016-2020
7311186941,yuma,42995.0,2019,toyota,tacoma lifted trd sport,,gas,automatic,4wd;,5,10.668862367092954,2016-2020
7311186918,yuma,66995.0,2019,chevrolet,silverado 2500 ltz,,other,automatic,4wd;,5,11.112388195098362,2016-2020
7311186851,yuma,63995.0,2020,ford,f-250 superduty lifted stx 8ft 6.7l diesel,,other,automatic,4wd;,4,11.066575860388603,2016-2020
7311046401,yuma,1499.0,2009,toyota,corolla,excellent,gas,automatic,fwd;,15,7.313220387090301,2001-2010
7310693619,yuma,67995.0,2017,ford,f-450 super duty lariat,,other,automatic,4wd;,7,11.12720415889866,2016-2020
7310647610,yuma,24000.0,2018,toyota,rav4 xle,like new,gas,automatic,;,6,10.085850775128717,2016-2020
7310585554,yuma,43995.0,2017,ford,f-150 platinum,,gas,automatic,4wd;,7,10.691853999677008,2016-2020
7310582491,yuma,2999.0,2000,nissan,quest,good,gas,automatic,fwd;,24,8.006367567650246,<=2000
7310281615,yuma,6500.0,2012,toyota,yaris le 3 dr,excellent,gas,automatic,fwd;,12,8.77971129020447,2011-2015
7310178416,yuma,42995.0,2011,ford,f-450 super duty lariat,,other,automatic,4wd;,13,10.668862367092954,2011-2015
7310177597,yuma,60995.0,2016,ford,f-450 super duty superduty platinum drw 4wd,,other,automatic,4wd;,8,11.018563567234903,2016-2020
7310177574,yuma,58995.0,2016,ford,f-350 superduty platinum drw 4wd,,other,automatic,4wd;,8,10.985224923979393,2016-2020
7310062853,yuma,1499.0,2017,ford,focus,like new,gas,automatic,fwd;,7,7.313220387090301,2016-2020
7309923621,yuma,4000.0,2011,ford,focus,excellent,gas,automatic,rwd;,13,8.294299608857235,2011-2015
7309919382,yuma,5200.0,2005,chrysler,300,excellent,gas,automatic,rwd;,19,8.556606193773073,2001-2010
7309766483,yuma,27770.0,2020,chrysler,voyager lxi fwd,,,automatic,fwd;,4,10.23174758973532,2016-2020
7309660656,yuma,10800.0,2015,ford,mustang,salvage,gas,automatic,;,9,9.287394001418473,2011-2015
7309660206,yuma,52995.0,2018,toyota,tundra limited crewmax lifted,,gas,automatic,4wd;,6,10.877971717988014,2016-2020
7309659616,yuma,62995.0,2017,chevrolet,silverado 3500 high country drw 4wd 6.6l duramax,,other,automatic,4wd;,7,11.05082651129447,2016-2020
7309659597,yuma,64995.0,2017,chevrolet,silverado 2500 ltz lifted duramax 6.6 liter,,other,automatic,4wd;,7,11.082081008522668,2016-2020
7309618836,yuma,15000.0,2014,chevrolet,camaro,excellent,gas,automatic,rwd;,10,9.61587214452889,2011-2015
7309513747,yuma,24000.0,2017,honda,pilot,excellent,gas,automatic,fwd;,7,10.085850775128717,2016-2020
7309436713,yuma,1499.0,2009,ford,explore,excellent,gas,automatic,rwd;,15,7.313220387090301,2001-2010
7309308863,yuma,2950.0,2000,toyota,camry,excellent,gas,automatic,fwd;,24,7.989899374942939,<=2000
7309271139,yuma,3500.0,2007,mazda,cx-7,,gas,automatic,;,17,8.160803920954665,2001-2010
7309250185,yuma,26500.0,2015,ford,f-150,,gas,automatic,;,9,10.184937747111391,2011-2015
7309060931,yuma,8800.0,2004,chevrolet,silverado 2500hd,,gas,automatic,;,20,9.082620630373812,2001-2010
7308907420,yuma,5000.0,2001,chevrolet,silverado,good,gas,automatic,4wd;,23,8.517393171418904,2001-2010
7308905080,yuma,3700.0,2010,chrysler,town & country,,gas,automatic,;,14,8.216358332386156,2001-2010
7308855458,yuma,3350.0,2005,toyota,camry,like new,gas,automatic,fwd;,19,8.11701408773731,2001-2010
7308706838,yuma,17987.0,2017,ford,escape titanium fwd,,,automatic,fwd;,7,9.797460147890598,2016-2020
7308624816,yuma,2500.0,1999,bmw,540i,excellent,gas,automatic,rwd;,25,7.824445930877619,<=2000
7308537147,yuma,8700.0,2016,nissan,altima,good,gas,automatic,;,8,9.071193240566025,2016-2020
7308420212,yuma,4500.0,2000,chevrolet,suburban 1500,good,gas,automatic,rwd;,24,8.412054873292933,<=2000
7308402134,yuma,6000.0,2000,dodge,dakota r/t,good,gas,automatic,rwd;,24,8.699681400989514,<=2000
7308310208,yuma,20500.0,2011,chevrolet,silverado,good,gas,automatic,4wd;,13,9.928228944424575,2011-2015
7308297450,yuma,21500.0,2011,jeep,wrangler unlimited sahara,,gas,automatic,;,13,9.975854724662028,2011-2015
7308207264,yuma,16440.0,2014,gmc,acadia fwd 4dr sle1,,,automatic,fwd;,10,9.707533494010876,2011-2015
7308126214,yuma,7800.0,1997,toyota,tacoma 4x4,good,gas,manual,4wd;,27,8.962007209588313,<=2000
7308123161,yuma,2600.0,2000,chevrolet,s10,,gas,automatic,;,24,7.8636512654486515,<=2000
7308081571,yuma,6250.0,2006,ford,f-150,good,gas,automatic,rwd;,18,8.740496729931813,2001-2010
7308034537,yuma,35995.0,2013,ford,f-150 fx4 lifted crew ecoboost 3.5liter,,gas,automatic,4wd;,11,10.49116310015384,2011-2015
7308034488,yuma,31995.0,2014,jeep,wrangler unlimited sahara lifted,,gas,automatic,4wd;,10,10.373366173968712,2011-2015
7308034450,yuma,44995.0,2014,ford,f-150 svt raptor,,gas,automatic,4wd;,10,10.714328875912717,2011-2015
7308034411,yuma,50995.0,2015,ram,2500 laramie crew 4wd,,diesel,automatic,4wd;,9,10.839502477258012,2011-2015
7308034350,yuma,7500.0,2005,cadillac,escalade ext,good,gas,automatic,rwd;,19,8.922791623969637,2001-2010
7308030482,yuma,54995.0,2016,ford,f-250 super duty lariat,,other,automatic,4wd;,8,10.915015734297125,2016-2020
7308030447,yuma,39995.0,2016,ford,f-150 xlt sport supercrew,,gas,automatic,4wd;,8,10.59653472809574,2016-2020
7308030409,yuma,54995.0,2016,chevrolet,silverado 3500 ltz,,diesel,automatic,4wd;,8,10.915015734297125,2016-2020
7308030374,yuma,39995.0,2017,ram,1500 lifted big horn crew cab 5.7 liter hemi,,gas,automatic,4wd;,7,10.59653472809574,2016-2020
7308030328,yuma,39995.0,2017,jeep,wrangler unlmited sahara,,gas,automatic,4wd;,7,10.59653472809574,2016-2020
7308030281,yuma,58995.0,2017,ford,f-350 superduty xlt drw 6.7 liter diesel,,other,automatic,4wd;,7,10.985224923979393,2016-2020
7308025398,yuma,48995.0,2015,ford,f-250 superduty xlt crew cab 6.7 liter,,other,automatic,4wd;,9,10.799493941107576,2011-2015
7308025367,yuma,45995.0,2015,ford,f-250 super duty xlt,,other,automatic,4wd;,9,10.736309715168556,2011-2015
7308025337,yuma,39995.0,2015,ford,f-150 platinum crew ecoboost 3.5l,,gas,automatic,4wd;,9,10.59653472809574,2011-2015
7308025287,yuma,44995.0,2015,chevrolet,silverado 2500 ltz crew cab 6.6 duramax,,diesel,automatic,4wd;,9,10.714328875912717,2011-2015
7308025243,yuma,47995.0,2016,ram,3500 slt lifted crew,,diesel,automatic,4wd;,8,10.77887295308428,2016-2020
7308025207,yuma,49995.0,2016,ram,2500 tradesman lifted 4wd cummins,,diesel,automatic,4wd;,8,10.819698281210112,2016-2020
7308025166,yuma,50995.0,2016,ford,f-250 super duty lariat,,other,automatic,4wd;,8,10.839502477258012,2016-2020
7308009607,yuma,56995.0,2017,ford,f-350 lariat superduty crew drw 4x4 6.7,,other,automatic,4wd;,7,10.95073636891568,2016-2020
7308009566,yuma,65995.0,2017,ford,f-250 superduty lariat crew 6.7 liter,,other,automatic,4wd;,7,11.097349413111335,2016-2020
7308009472,yuma,65995.0,2017,chevrolet,silverado 2500 lifted highcountry 6.6l,,other,automatic,4wd;,7,11.097349413111335,2016-2020
7308009426,yuma,40995.0,2018,jeep,wrangler unlimited sport s,,gas,automatic,4wd;,6,10.621229779951454,2016-2020
7307997279,yuma,42995.0,2019,toyota,tacoma lifted trd sport,,gas,automatic,4wd;,5,10.668862367092954,2016-2020
7307997130,yuma,66995.0,2019,chevrolet,silverado 2500 ltz,,other,automatic,4wd;,5,11.112388195098362,2016-2020
7307997003,yuma,63995.0,2020,ford,f-250 superduty lifted stx 8ft 6.7l diesel,,other,automatic,4wd;,4,11.066575860388603,2016-2020
7307148422,yuma,37770.0,2017,toyota,tacoma trd off road double cab 5' bed v6 4x4 at (natl),,,automatic,4wd;,7,10.539296891395203,2016-2020
7307036277,yuma,49995.0,2016,ram,2500 tradesman lifted 4wd cummins,,diesel,automatic,4wd;,8,10.819698281210112,2016-2020
7306992125,yuma,27500.0,2014,jeep,wrangler,excellent,gas,automatic,4wd;,10,10.221977646629885,2011-2015
7306691056,yuma,45000.0,2008,gmc,sierra 2500hd slt,excellent,diesel,automatic,4wd;,16,10.714439990727769,2001-2010
